Year,Month,Day,Hour,PM2_5(ug/m3),Ozone(ppbv),Temperature(K),Spec. humidity (g/kg),RH (%),U-wind (m/s),V-wind (m/s),Sur_Pressure (hPa)
2017,3,22,2,18.27,37.51,288.31,8.42,77.67,-3.56,-3.05,1002.34
2017,3,22,3,19.95,38.75,288.57,8.54,77.45,-3.93,-3.29,1001.5
2017,3,22,4,22.3,40.32,288.85,8.74,77.81,-4.27,-3.16,1001.14
2017,3,22,5,24.66,41.75,289.13,8.98,78.48,-4.39,-2.87,1000.78
2017,3,22,6,26.06,42.57,289.3,9.21,79.55,-4.59,-2.61,1000.44
2017,3,22,7,26.98,41.39,289.3,9.37,81.02,-4.78,-2.48,1000.19
2017,3,22,8,26.92,38.28,289.11,9.48,83,-4.77,-2.55,1000.29
2017,3,22,9,26.38,33.15,288.82,9.55,85.16,-4.6,-2.74,1000.47
2017,3,22,10,26.76,23.86,288.41,9.58,87.72,-4.36,-3,1000.72
2017,3,22,11,28.39,16.51,287.98,9.58,90.27,-3.97,-3.21,1000.97
2017,3,22,12,30.33,12.4,287.67,9.6,92.31,-3.5,-3.3,1001.16
2017,3,22,13,31.12,11.55,287.48,9.65,93.9,-2.99,-3.36,1001.21
2017,3,22,14,30.14,12.44,287.42,9.7,94.76,-2.69,-3.44,1001
2017,3,22,15,28.18,13.05,287.42,9.73,95.01,-2.66,-3.52,1000.65
2017,3,22,16,25.46,13.52,287.45,9.76,95.02,-2.63,-3.46,1000.36
2017,3,22,17,23.09,13.45,287.49,9.79,95.1,-2.61,-3.21,1000.07
2017,3,22,18,20.87,13.67,287.5,9.82,95.29,-2.64,-2.93,999.76
2017,3,22,19,18.78,14.51,287.5,9.84,95.5,-2.77,-2.64,999.54
2017,3,22,20,16.8,15.68,287.58,9.84,94.98,-2.94,-2.44,999.67
2017,3,22,21,14.79,17.58,287.66,9.81,94.15,-3.28,-2.27,999.81
2017,3,22,22,13.99,19.55,287.66,9.75,93.58,-3.7,-2.17,999.95
2017,3,22,23,17.35,21.02,287.71,9.76,93.4,-3.58,-1.9,1000.08
2017,3,22,24,18.75,24.89,288.49,10,91.04,-3.26,-1.36,1000.16
2017,3,23,1,18.43,30.05,289.72,10.48,88.35,-1.9,-0.54,1000.58
2017,3,23,2,22.73,37.5,290.2,10.65,86.87,-2.88,0.54,999.08
2017,3,23,3,24.91,50.69,290.71,10.82,85.56,-4.08,0.62,1000.1
2017,3,23,4,27.21,64.11,291.02,10.98,85.07,-4.9,0.88,999.46
2017,3,23,5,29.27,74.51,291.22,11.1,84.9,-5.69,1.16,999.35
2017,3,23,6,27.5,78.78,291.37,11.18,84.69,-6.19,1.15,999.33
2017,3,23,7,23.48,75.13,291.33,11.21,85.05,-6.71,1,999.1
2017,3,23,8,18.19,66.79,291.03,11.11,85.95,-7.11,0.42,999.41
2017,3,23,9,13.89,57.53,290.58,10.93,87.04,-7.27,-0.49,999.7
2017,3,23,10,12.41,47.95,290.02,10.7,88.26,-7.26,-1.49,1000.11
2017,3,23,11,13.39,41.39,289.4,10.46,89.77,-7.12,-2.37,1000.49
2017,3,23,12,14.58,37.23,288.9,10.25,90.94,-7.02,-3.16,1000.88
2017,3,23,13,13.86,37.09,288.53,10.09,91.75,-6.88,-3.83,1001.46
2017,3,23,14,12.19,38.53,288.19,9.93,92.4,-6.71,-4.36,1001.79
2017,3,23,15,10.85,37.71,287.9,9.78,92.72,-6.56,-4.8,1002.07
2017,3,23,16,8.88,36.44,287.68,9.64,92.76,-6.49,-5.07,1002.38
2017,3,23,17,7.21,36.15,287.48,9.52,92.79,-6.34,-5.19,1002.69
2017,3,23,18,6.44,39.95,287.32,9.39,92.51,-6.15,-5.21,1002.97
2017,3,23,19,6.4,46.93,287.26,9.29,91.92,-6.14,-5.12,1003.24
2017,3,23,20,6.57,52.96,287.14,9.2,91.77,-6.23,-5.09,1003.54
2017,3,23,21,6.88,55.8,287.04,9.08,91.27,-6.18,-5.07,1003.84
2017,3,23,22,8.12,56.73,286.98,8.96,90.38,-6.19,-5.06,1004.13
2017,3,23,23,10.16,56.36,287,8.86,89.32,-6.13,-4.93,1004.36
2017,3,23,24,11.32,56.91,287.37,8.82,86.76,-5.96,-4.59,1004.54
2017,3,24,1,12.18,56.79,288.84,8.54,76.53,-3.77,-3.95,1006.21
2017,3,24,2,15.77,58.76,289.19,8.8,76.85,-4.08,-2.07,1003.2
2017,3,24,3,20.14,65.15,289.82,9.11,76.38,-4.56,-1.18,1003.51
2017,3,24,4,25.23,73.98,290.37,9.47,76.59,-4.43,-0.11,1002.28
2017,3,24,5,29.52,82.77,290.9,9.83,76.88,-4.25,0.93,1001.83
2017,3,24,6,29.54,88.7,291.3,10.14,77.33,-4.12,2.03,1001.24
2017,3,24,7,27.91,89.5,291.39,10.36,78.56,-4.16,3.03,1000.91
2017,3,24,8,23.65,84.77,291.18,10.46,80.38,-4.03,3.44,1001.04
2017,3,24,9,19.56,75.83,290.8,10.48,82.47,-3.68,3.12,1001.28
2017,3,24,10,18.21,62.52,290.32,10.45,84.73,-3.26,2.35,1001.65
2017,3,24,11,19.98,49.66,289.86,10.39,86.76,-2.72,1.28,1002.01
2017,3,24,12,23.67,39.78,289.6,10.28,87.32,-2.08,0.31,1002.34
2017,3,24,13,25.95,36.38,289.42,10.17,87.4,-1.49,-0.41,1002.51
2017,3,24,14,27.75,33.61,289.3,10.13,87.69,-1.39,-1.09,1002.36
2017,3,24,15,28.46,32.13,289.22,10.09,87.81,-1.61,-1.69,1002.3
2017,3,24,16,30.58,28.12,289.08,10.08,88.54,-2.01,-2.35,1002.29
2017,3,24,17,32.33,24.22,288.9,10.05,89.3,-2.5,-2.84,1002.31
2017,3,24,18,32.87,20.21,288.76,10.03,89.96,-2.83,-3.06,1002.33
2017,3,24,19,30.78,18.16,288.69,10.01,90.1,-3.21,-3.17,1002.46
2017,3,24,20,26.56,17.87,288.6,9.96,90.23,-3.76,-3.26,1002.95
2017,3,24,21,21.57,19.73,288.46,9.88,90.36,-4.23,-3.35,1003.41
2017,3,24,22,18.81,22.32,288.29,9.78,90.53,-4.56,-3.51,1003.89
2017,3,24,23,19.51,25.22,288.17,9.71,90.63,-4.71,-3.73,1004.28
2017,3,24,24,20.33,29.7,288.41,9.7,89.16,-4.82,-3.74,1004.62
2017,3,25,1,21.2,33.93,289.2,9.85,86.18,-4.68,-2.25,1006.14
2017,3,25,2,23.77,39.76,288.95,9.68,85.88,-5.18,-2.35,1003.6
2017,3,25,3,26.05,48.05,289.08,9.55,84.14,-4.89,-3.09,1004.8
2017,3,25,4,28.88,56.39,289.23,9.5,82.85,-4.77,-3.45,1004.28
2017,3,25,5,31.64,63.34,289.34,9.49,82.22,-4.66,-3.81,1004.19
2017,3,25,6,32.99,66.83,289.25,9.46,82.36,-4.71,-4.18,1003.97
2017,3,25,7,32.87,66.22,289,9.41,83.22,-4.61,-4.65,1004.2
2017,3,25,8,31.1,62.28,288.54,9.32,84.94,-4.56,-5.1,1004.68
2017,3,25,9,28.38,57.23,288.27,9.14,84.77,-4.55,-5.26,1005.18
2017,3,25,10,26.7,49.7,288.02,8.95,84.45,-4.57,-5.1,1005.67
2017,3,25,11,27.8,41.35,287.58,8.81,85.6,-4.54,-4.64,1006.32
2017,3,25,12,29.16,36.41,287.17,8.65,86.4,-4.54,-4.35,1006.9
2017,3,25,13,28.43,36.06,286.88,8.54,86.87,-4.33,-4.19,1007.06
2017,3,25,14,25.45,37.76,286.7,8.44,86.89,-4.03,-4.31,1006.92
2017,3,25,15,22.55,38.21,286.56,8.32,86.47,-3.77,-4.6,1006.79
2017,3,25,16,20.59,37.96,286.42,8.18,85.74,-3.57,-5.01,1006.72
2017,3,25,17,19.53,37.3,286.23,8.03,85.24,-3.3,-5.46,1006.71
2017,3,25,18,18.97,36.96,286.03,7.84,84.19,-3.02,-6.04,1006.71
2017,3,25,19,18.52,36.44,285.81,7.62,83.08,-2.76,-6.47,1007.05
2017,3,25,20,17.92,36.44,285.61,7.39,81.74,-2.52,-6.69,1007.86
2017,3,25,21,17.57,36.19,285.46,7.18,80.33,-2.18,-6.78,1008.63
2017,3,25,22,18.55,35.59,285.39,7.01,78.81,-1.69,-6.79,1009.32
2017,3,25,23,20.74,34.34,285.48,6.91,77.31,-1.1,-6.63,1009.94
2017,3,25,24,22.74,37.09,286.09,6.95,74.67,-0.69,-6.09,1010.54
2017,3,26,1,22.52,44.62,287.05,6.96,70.33,-0.63,-6.09,1013.18
2017,3,26,2,23.12,50.95,287.38,6.51,64.21,-1.69,-6.38,1009.17
2017,3,26,3,24.77,56.45,288.11,6.36,59.91,-2.71,-5.79,1010.43
2017,3,26,4,26.26,61.38,288.64,6.41,58.35,-3.53,-5.28,1009.75
2017,3,26,5,27.37,65.01,289.07,6.58,58.3,-3.76,-4.76,1009.6
2017,3,26,6,27.32,66.91,289.39,6.79,58.91,-3.83,-4.24,1009.28
2017,3,26,7,26.92,66.93,289.54,6.96,59.8,-3.97,-3.85,1009.31
2017,3,26,8,26.09,65.89,289.46,7.07,61.08,-4.14,-3.61,1009.55
2017,3,26,9,25.99,62.87,289.16,7.15,62.99,-4.22,-3.55,1009.89
2017,3,26,10,27.01,54.98,288.64,7.22,65.76,-4.21,-3.61,1010.31
2017,3,26,11,31.46,45.23,287.93,7.24,69.08,-4.16,-3.72,1010.88
2017,3,26,12,37.65,38.18,287.32,7.23,71.83,-3.7,-4.2,1011.25
2017,3,26,13,40.9,36.21,286.87,7.2,73.6,-3,-4.74,1011.06
2017,3,26,14,40.23,36.96,286.57,7.12,74.15,-2.43,-5.25,1010.62
2017,3,26,15,36.59,37.24,286.37,6.99,73.74,-2.13,-5.65,1010.29
2017,3,26,16,32.11,37.58,286.21,6.81,72.52,-2.08,-5.84,1010.05
2017,3,26,17,28.85,38.08,286.04,6.64,71.42,-2.2,-5.87,1009.84
2017,3,26,18,27.05,38.22,285.8,6.49,70.92,-2.32,-5.91,1009.64
2017,3,26,19,26,38.17,285.63,6.39,70.65,-2.34,-6.02,1009.78
2017,3,26,20,25.35,38.44,285.6,6.35,70.29,-2.33,-6.24,1010.1
2017,3,26,21,24.99,38.81,285.68,6.36,70.04,-2.36,-6.45,1010.34
2017,3,26,22,25.47,39.04,285.82,6.4,69.94,-2.5,-6.6,1010.55
2017,3,26,23,28.37,38.48,285.86,6.49,70.72,-2.46,-6.43,1010.72
2017,3,26,24,31.52,42.42,286.66,6.79,70.36,-2.36,-5.74,1010.87
2017,3,27,1,28.83,48.52,287.93,7.06,67.41,-2.51,-6.07,1012.36
2017,3,27,2,30.04,52.89,288.85,7.01,63.05,-4.05,-5.56,1010.73
2017,3,27,3,31.99,58.61,289.66,7.06,60.28,-5.27,-4.96,1010.28
2017,3,27,4,33.42,64.7,290.36,7.15,58.46,-5.98,-4.12,1009.73
2017,3,27,5,35.22,70.42,290.89,7.3,57.7,-6.62,-3.26,1009.38
2017,3,27,6,35.58,74.64,291.2,7.45,57.77,-7.27,-2.39,1008.99
2017,3,27,7,33.56,74.67,291.14,7.48,58.16,-7.78,-1.75,1008.56
2017,3,27,8,29.03,69.64,290.73,7.45,59.45,-7.73,-1.66,1008.39
2017,3,27,9,23.9,60.15,290.14,7.4,61.21,-7.05,-1.92,1008.21
2017,3,27,10,21.35,45.31,289.49,7.43,63.97,-5.84,-2.22,1008.19
2017,3,27,11,24.55,34.23,288.92,7.43,66.33,-4.92,-2.81,1008.22
2017,3,27,12,30.75,27.69,288.43,7.44,68.47,-4.03,-3.52,1008.11
2017,3,27,13,34.83,27.54,288.08,7.4,69.7,-3.28,-4.2,1008.14
2017,3,27,14,35.79,30.04,287.88,7.32,69.83,-2.83,-4.53,1008.08
2017,3,27,15,33.98,32.94,287.78,7.21,69.21,-2.6,-4.53,1008.05
2017,3,27,16,30.25,35.87,287.75,7.02,67.55,-2.46,-4.31,1008.08
2017,3,27,17,26.3,38.22,287.69,6.85,66.18,-2.28,-4.06,1008.16
2017,3,27,18,22.98,40.15,287.54,6.76,65.97,-1.92,-3.91,1008.2
2017,3,27,19,20.41,41.97,287.45,6.72,65.9,-1.63,-3.92,1008.07
2017,3,27,20,18.4,43.83,287.58,6.7,65.12,-1.34,-3.91,1008.02
2017,3,27,21,17.1,45.53,287.85,6.68,63.83,-1.01,-3.76,1007.98
2017,3,27,22,16.45,46.64,288.14,6.64,62.29,-0.65,-3.4,1007.94
2017,3,27,23,16.76,47.18,288.39,6.55,60.53,-0.24,-3,1007.88
2017,3,27,24,19.82,45.06,288.79,6.73,60.59,0.11,-2.33,1007.83
2017,3,28,1,17.23,49.15,289.95,6.61,55.27,0,-1.44,1008.74
2017,3,28,2,17.47,53.57,290.71,6.55,52.25,-0.48,-0.96,1006.84
2017,3,28,3,19.23,60.75,291.52,6.6,50.09,-1.33,0.22,1007.15
2017,3,28,4,22.96,69.19,292.06,6.75,49.51,-1.75,1.2,1006.24
2017,3,28,5,26.49,78.17,292.5,6.93,49.51,-1.94,2.16,1005.97
2017,3,28,6,29.38,86.52,292.7,7.2,50.81,-2.24,3.08,1005.42
2017,3,28,7,31.51,91.01,292.59,7.54,53.54,-2.64,3.88,1005.21
2017,3,28,8,31.36,89.97,292.21,7.85,56.94,-2.71,4.16,1005.34
2017,3,28,9,29.66,83.14,291.72,8.1,60.44,-2.48,3.89,1005.56
2017,3,28,10,28.86,70.42,291.15,8.3,64.09,-2.14,3.17,1005.81
2017,3,28,11,30.09,60.06,290.59,8.42,67.35,-1.78,2.34,1006.05
2017,3,28,12,32.74,51.45,290.21,8.51,69.81,-1.37,1.48,1006.35
2017,3,28,13,32.73,49.49,289.95,8.54,71.22,-0.88,0.7,1006.31
2017,3,28,14,31.91,48.77,289.83,8.6,72.25,-0.55,0.18,1005.86
2017,3,28,15,31.71,46.48,289.76,8.71,73.42,-0.45,-0.07,1005.52
2017,3,28,16,31.94,43.47,289.67,8.84,74.92,-0.47,-0.22,1005.21
2017,3,28,17,32.53,40.7,289.56,8.98,76.68,-0.5,-0.33,1004.96
2017,3,28,18,33.36,38.16,289.42,9.13,78.62,-0.52,-0.41,1004.68
2017,3,28,19,34.67,35.98,289.32,9.26,80.26,-0.74,-0.42,1004.5
2017,3,28,20,36.64,34.28,289.28,9.36,81.33,-1.23,-0.38,1004.77
2017,3,28,21,38.64,33.25,289.24,9.44,82.23,-1.75,-0.27,1004.96
2017,3,28,22,40.5,32.6,289.19,9.5,83.03,-2.27,-0.13,1005.2
2017,3,28,23,43.79,31.97,289.15,9.59,84.08,-2.55,0.09,1005.38
2017,3,28,24,47.77,31.88,289.58,9.83,83.81,-2.5,0.38,1005.5
2017,3,29,1,39.08,35.17,290.75,10.18,80.56,-2.44,1.05,1005.67
2017,3,29,2,35.69,39.31,291.09,10.27,79.49,-2.84,1.77,1004.93
2017,3,29,3,32.78,46.24,291.48,10.42,78.74,-3.25,2.33,1004.8
2017,3,29,4,31.97,54.32,291.8,10.57,78.3,-3.59,2.8,1004.27
2017,3,29,5,31.99,62.21,292.11,10.69,77.76,-3.9,3.24,1004.19
2017,3,29,6,30.32,66.81,292.3,10.78,77.56,-4.16,3.62,1003.78
2017,3,29,7,27.33,66.48,292.33,10.83,77.75,-4.35,3.79,1003.66
2017,3,29,8,23.83,62.68,292.16,10.84,78.63,-4.41,3.58,1003.73
2017,3,29,9,21.16,56.64,291.86,10.83,79.99,-4.36,2.98,1003.88
2017,3,29,10,20.04,47.53,291.41,10.8,81.97,-4.22,2.19,1004.16
2017,3,29,11,22.26,36.74,290.91,10.76,84.3,-3.9,1.43,1004.36
2017,3,29,12,25.72,28.88,290.54,10.72,85.94,-3.52,0.76,1004.58
2017,3,29,13,28.06,25.34,290.3,10.66,86.78,-3.16,0.04,1004.83
2017,3,29,14,28.84,25.74,290.12,10.54,86.75,-2.96,-0.67,1004.72
2017,3,29,15,29,27.15,289.97,10.38,86.32,-2.9,-1.27,1004.58
2017,3,29,16,28.96,27.91,289.79,10.23,86.02,-2.9,-1.79,1004.47
2017,3,29,17,29.38,27.71,289.57,10.09,86.04,-2.92,-2.32,1004.43
2017,3,29,18,30.21,27.29,289.37,9.96,86.02,-2.98,-2.84,1004.38
2017,3,29,19,31.12,26.69,289.23,9.86,85.95,-3.06,-3.2,1004.33
2017,3,29,20,31.6,25.66,289.17,9.8,85.77,-3.23,-3.42,1004.56
2017,3,29,21,30.61,24.98,289.2,9.78,85.42,-3.31,-3.48,1004.81
2017,3,29,22,28.63,25.11,289.29,9.77,84.84,-3.36,-3.39,1005.02
2017,3,29,23,28.71,26.14,289.39,9.79,84.5,-3.19,-3.12,1005.23
2017,3,29,24,33.48,26.96,289.74,10.01,84.46,-2.19,-2.19,1005.41
2017,3,30,1,23.97,34.46,290.98,10.72,83.48,-1.46,-0.15,1004.06
2017,3,30,2,23.05,42.24,291.7,10.7,79.73,-1.68,0.19,1005.13
2017,3,30,3,24.23,54.3,292.25,10.72,77.18,-1.79,0.99,1004.78
2017,3,30,4,27.02,67.01,292.77,10.81,75.27,-1.83,1.81,1003.89
2017,3,30,5,29.92,77.33,293.24,10.91,73.77,-1.82,2.77,1003.64
2017,3,30,6,30.91,81.51,293.49,11.01,73.28,-1.8,3.74,1003.25
2017,3,30,7,29.68,78.18,293.42,11.1,74.22,-1.86,4.66,1002.8
2017,3,30,8,25.86,70.07,293.11,11.15,76.04,-1.88,4.99,1002.46
2017,3,30,9,21.77,60.24,292.68,11.16,78.12,-1.82,4.78,1002.3
2017,3,30,10,19.99,47.72,292.12,11.12,80.54,-1.7,4.08,1002.19
2017,3,30,11,21.09,35.61,291.54,11.07,83.07,-1.53,3.16,1002.1
2017,3,30,12,21.81,27.41,291.22,11,84.29,-1.19,2.48,1002.01
2017,3,30,13,20.47,25.13,291.02,10.97,85.1,-0.65,2.08,1001.89
2017,3,30,14,18.74,25.36,290.94,11.01,85.81,0.08,2.09,1001.39
2017,3,30,15,16.62,26.14,290.96,11.09,86.27,0.9,2.32,1000.88
2017,3,30,16,14.78,26.1,291.04,11.22,86.78,1.81,2.59,1000.49
2017,3,30,17,13.59,25.39,291.13,11.37,87.5,2.76,2.81,1000.12
2017,3,30,18,12.9,24.84,291.19,11.54,88.37,3.69,2.94,999.73
2017,3,30,19,12.69,24.79,291.27,11.68,89.01,4.42,2.97,999.35
2017,3,30,20,12.56,24.46,291.42,11.82,89.17,4.84,2.82,999.35
2017,3,30,21,11.88,23.01,291.59,11.92,89.05,5.08,2.52,999.42
2017,3,30,22,10.78,20.96,291.75,12.01,88.77,5.18,2.16,999.48
2017,3,30,23,10.48,18.58,291.89,12.13,88.85,4.65,1.58,999.48
2017,3,30,24,9.53,18.15,292.53,12.41,87.31,3.83,1.59,999.4
2017,3,31,1,9.68,19.27,293.21,12.8,86.29,3.06,3.04,999.18
2017,3,31,2,10.7,22.04,293.73,12.88,84.1,2.67,1.96,999.3
2017,3,31,3,12.4,27.88,293.9,12.85,83.01,1.64,0.56,999.24
2017,3,31,4,14.48,35.58,293.73,12.74,83.1,0.37,-0.77,998.79
2017,3,31,5,19.07,41.16,293.5,12.52,82.86,-1.2,-2.38,999.04
2017,3,31,6,24.15,44.19,293.22,12.24,82.41,-3.02,-3.98,999.1
2017,3,31,7,31.24,42.41,291.92,11.85,86.59,-5.48,-5.32,999.49
2017,3,31,8,32.57,37.68,290.03,11.15,91.94,-7.44,-5.86,1000.55
2017,3,31,9,24.04,33.34,288.89,10.62,94.28,-8.19,-5.79,1001.55
2017,3,31,10,11.12,29.45,288.17,10.16,94.55,-8.52,-5.85,1002.44
2017,3,31,11,5.78,30.78,287.51,9.65,93.85,-8.73,-6.33,1003.28
2017,3,31,12,5.34,36.57,286.93,9.14,92.41,-8.94,-7.17,1004.08
2017,3,31,13,5.2,44.34,286.46,8.71,90.87,-8.84,-7.8,1004.53
2017,3,31,14,4.94,47.59,286.13,8.43,89.99,-8.56,-7.89,1004.72
2017,3,31,15,5.29,47.97,285.79,8.24,89.95,-8.42,-7.54,1004.76
2017,3,31,16,5.65,48.54,285.54,8.04,89.22,-8.59,-7.46,1004.77
2017,3,31,17,6.14,49.5,285.34,7.83,88.1,-8.49,-7.48,1004.9
2017,3,31,18,6.64,50.23,285.17,7.68,87.43,-8.32,-7.49,1005.03
2017,3,31,19,6.84,49.54,285.04,7.52,86.37,-7.97,-7.39,1005.37
2017,3,31,20,7.15,47.36,284.99,7.4,85.44,-7.33,-7.23,1005.95
2017,3,31,21,7.78,45.52,285,7.3,84.24,-6.77,-7.28,1006.21
2017,3,31,22,9.61,44.93,285.14,7.21,82.47,-6.32,-7.19,1006.46
2017,3,31,23,13.29,45.18,285.5,7.17,80.08,-5.58,-6.5,1006.66
2017,3,31,24,14.88,52.49,286.31,6.88,72.83,-5.16,-5.99,1006.84
2017,4,1,1,17.72,58.32,287.32,6.45,63.89,-4.19,-5.48,1007.64
2017,4,1,2,22.64,63.88,287.83,6.41,61.31,-4.7,-4.57,1005.61
2017,4,1,3,29.17,70.29,288.56,6.51,59.32,-5.1,-3.92,1006.01
2017,4,1,4,35.57,76.85,289.19,6.79,59.41,-5.45,-3.39,1005.15
2017,4,1,5,41.06,82.36,289.79,7.13,60.12,-5.61,-2.86,1005
2017,4,1,6,41.35,85.38,290.3,7.42,60.59,-5.79,-2.43,1004.61
2017,4,1,7,39.74,84.62,290.57,7.61,61.18,-6.05,-1.99,1004.38
2017,4,1,8,37.52,81.24,290.36,7.79,63.4,-6.5,-1.52,1004.54
2017,4,1,9,36.3,75.82,289.84,7.92,66.54,-6.7,-1.59,1004.83
2017,4,1,10,36.97,67.17,289.19,8.01,70,-6.41,-2.03,1005.27
2017,4,1,11,39.84,57.67,288.49,8.06,73.73,-5.78,-2.52,1005.75
2017,4,1,12,42.61,52.46,287.93,8.08,76.79,-5.2,-3.33,1006
2017,4,1,13,43.32,52.04,287.48,8.12,79.44,-4.6,-4.12,1006.07
2017,4,1,14,42.71,52.61,287.1,8.11,81.28,-4.18,-4.65,1005.91
2017,4,1,15,41.53,52.08,286.79,8.04,82.14,-4.02,-4.9,1005.82
2017,4,1,16,40.11,50.81,286.5,7.93,82.52,-3.91,-5,1005.8
2017,4,1,17,38.78,49.22,286.24,7.8,82.59,-3.77,-5.03,1005.85
2017,4,1,18,37.75,47.51,286.01,7.67,82.44,-3.62,-5.02,1005.89
2017,4,1,19,36.85,46.78,285.93,7.53,81.41,-3.46,-4.87,1006.22
2017,4,1,20,35.91,47.24,286.06,7.42,79.55,-3.19,-4.56,1006.95
2017,4,1,21,35.05,48.54,286.29,7.32,77.39,-2.86,-4.14,1007.53
2017,4,1,22,34.73,50.88,286.56,7.25,75.34,-2.23,-3.72,1008.05
2017,4,1,23,36.24,52.13,286.75,7.19,73.8,-1.53,-3.43,1008.55
2017,4,1,24,39.78,54.78,287.38,7.19,70.9,-1.17,-2.86,1009.01
2017,4,2,1,37.62,62.66,288.39,6.83,63.1,-1.1,-2.56,1009.52
2017,4,2,2,40.87,67.45,289.14,6.78,59.71,-2.21,-1.91,1008.14
2017,4,2,3,46.52,73.49,289.95,6.72,56.31,-3.12,-1.55,1008.57
2017,4,2,4,50.17,80.74,290.57,6.69,53.94,-4.13,-1.2,1008.03
2017,4,2,5,52.93,86.75,291.07,6.79,53.11,-5,-0.77,1008.05
2017,4,2,6,54.44,89.91,291.36,7.01,53.77,-5.78,-0.38,1007.85
2017,4,2,7,50.53,89.75,291.41,7.19,55.01,-6.3,-0.08,1007.62
2017,4,2,8,45.87,86.69,291.18,7.39,57.21,-6.26,0.02,1007.29
2017,4,2,9,42.98,80.4,290.76,7.53,59.75,-5.86,-0.03,1006.89
2017,4,2,10,42.09,67.98,290.18,7.64,62.85,-5.15,-0.07,1006.62
2017,4,2,11,43.76,54.82,289.52,7.73,66.29,-4.47,-0.1,1006.36
2017,4,2,12,45.02,47.73,289.03,7.81,69.06,-3.66,-0.25,1006.02
2017,4,2,13,43.59,48.68,288.71,7.79,70.27,-2.85,-0.55,1005.94
2017,4,2,14,42.19,51.26,288.55,7.59,69.22,-2.43,-0.98,1006.07
2017,4,2,15,41.68,52.82,288.45,7.36,67.53,-2.2,-1.55,1006.34
2017,4,2,16,42.56,53.56,288.3,7.19,66.58,-2.08,-2.23,1006.68
2017,4,2,17,43.93,53.56,288.08,7.1,66.65,-1.97,-3.01,1006.99
2017,4,2,18,44.68,54.1,287.82,7.02,67.09,-1.88,-3.83,1007.26
2017,4,2,19,45.26,54.73,287.64,6.93,67.06,-1.9,-4.57,1007.5
2017,4,2,20,46.05,54.33,287.63,6.88,66.61,-2.07,-5.04,1007.78
2017,4,2,21,45.9,54.79,287.77,6.81,65.32,-2.36,-5.24,1008.05
2017,4,2,22,46.2,56.5,287.98,6.72,63.6,-2.71,-5.32,1008.3
2017,4,2,23,51.2,54.51,287.92,6.7,63.64,-2.52,-5.13,1008.52
2017,4,2,24,55.47,55.64,288.68,6.78,61.45,-2.42,-4.34,1008.74
2017,4,3,1,47.78,61.55,289.81,6.41,54.03,-3.9,-4.18,1009
2017,4,3,2,43.58,60.95,290.13,6.52,53.78,-5.59,-4.12,1007.45
2017,4,3,3,40.72,62.79,290.74,6.66,52.96,-6.25,-3.82,1008.33
2017,4,3,4,40.19,67.29,291.19,6.79,52.42,-7.1,-3.28,1007.19
2017,4,3,5,37.99,70.55,291.62,6.85,51.6,-7.82,-2.9,1007.13
2017,4,3,6,32.5,70.73,291.84,6.91,51.3,-8.43,-2.52,1006.69
2017,4,3,7,27.11,68.26,291.81,7,52.04,-8.84,-2.25,1006.44
2017,4,3,8,22.31,63.99,291.51,7.11,53.79,-8.76,-2.29,1006.41
2017,4,3,9,18.03,57.29,291.1,7.19,55.85,-8.22,-2.57,1006.43
2017,4,3,10,17.28,46.4,290.53,7.37,59.2,-6.99,-2.76,1006.52
2017,4,3,11,21.24,36.93,289.91,7.53,62.97,-6.09,-3.12,1006.57
2017,4,3,12,26.49,31.08,289.35,7.66,66.29,-5.44,-3.79,1006.54
2017,4,3,13,29.89,29.72,288.9,7.7,68.64,-4.94,-4.45,1006.62
2017,4,3,14,31.03,30.97,288.53,7.63,69.57,-4.35,-4.73,1006.59
2017,4,3,15,30.63,31.84,288.2,7.52,70.06,-4,-4.76,1006.51
2017,4,3,16,29,31.53,288.03,7.41,69.68,-3.86,-4.54,1006.48
2017,4,3,17,25.99,32.68,288.04,7.24,68.06,-3.79,-4.24,1006.53
2017,4,3,18,22.25,35.4,288.13,7.08,66.24,-3.36,-3.67,1006.54
2017,4,3,19,18.85,38.46,288.26,6.99,64.89,-2.43,-2.86,1006.59
2017,4,3,20,16.31,40.29,288.44,6.97,64,-1.39,-2.32,1006.76
2017,4,3,21,14.69,41.39,288.67,6.94,62.85,-0.85,-2.04,1006.94
2017,4,3,22,13.98,42.24,288.86,6.92,61.9,-0.52,-1.81,1007.12
2017,4,3,23,14,43.45,289.09,6.87,60.55,-0.24,-1.59,1007.28
2017,4,3,24,17.55,41.8,289.43,7.06,60.93,-0.2,-1.32,1007.42
2017,4,4,1,12.38,45.54,290.33,7.12,57.99,-1.57,-1.3,1008.41
2017,4,4,2,16.28,47.81,290.81,7.49,59.1,-1.85,-0.35,1006.06
2017,4,4,3,19.71,53.94,291.44,7.72,58.53,-2.56,0.92,1005.77
2017,4,4,4,24.41,62.97,291.92,7.95,58.49,-3.12,2.1,1004.74
2017,4,4,5,30.98,70.9,292.24,8.22,59.43,-3.78,3.23,1004.35
2017,4,4,6,31.81,76.53,292.37,8.51,61.17,-4.37,4.2,1003.61
2017,4,4,7,26.95,75.07,292.25,8.78,63.52,-4.66,4.9,1003.16
2017,4,4,8,19.51,68.54,291.93,8.97,66.08,-4.44,5.12,1003.12
